pmid,journal,title,authors,abstract,link,publication_date_raw,publication_date,publication_year,publication_month
39178159,Anesthesia and analgesia,Racial and Ethnic Differences in Postoperative Nausea and Vomiting Care.,Owusu-Agyemang P; Idowu O; Muthukumar A; Guerra-Londono JJ; Idowu T; Diaz NN; Feng L; Miller M; Gundre S; Wright C; Cata JP,"BACKGROUND: Racial and ethnic differences in health care may result in significant morbidity. The objective of this study was to determine whether there was an association between a patient's race or ethnicity and the receipt of an antiemetic agent preoperatively, during surgery, and in the recovery room. METHODS: A single-institution retrospective study of adult patients (>18 years) who had undergone cancer-related operating room procedures under anesthesia between March 2016 and August 2021 was conducted. A multivariable logistic regression model was fitted to estimate the effects of covariates on antiemetic administration. RESULTS: Of the 60,595 patients included in the study, 3053 (5.0%) self-identified as Asian, 5376 (8.9%) as Black, 8431 (13.9%) as Hispanic or Latino, 42,533 (70.2%) as White, and 1202 (2.0%) as belonging to another racial or ethnic group. Multivariable analyses showed significant associations between a patient's race or ethnicity and the receipt of antiemetics in the preoperative holding area, operating room, and recovery room (all P < .001). In the preoperative holding area, White patients (8962 of 42,533 [21.1%]; odds ratio [OR], 1.188; 95% confidence interval [CI], 1.100-1.283; P < .001) had higher odds of receiving an antiemetic than Black patients (1006 of 5376 [18.7%]). Intraoperatively, the odds were significantly greater for Hispanic or Latino (7323 of 8431 [86.9%]; OR, 1.175; 95% CI, 1.065-1.297; P = .001) and patients who identified as belonging to another race (1078 of 1202 [89.7%]; OR, 1.582; 95% CI, 1.290-1.941; P < .001) than for Black patients (4468 of 5376 [83.1%]). In the recovery room, Asian (499 of 3053 [16.3%]; OR, 1.328; 95% CI: 1.127-1.561; P < .001), Hispanic or Latino (1335 of 8431 [15.8%]; OR, 1.208; 95% CI, 1.060-1.377; P < .005), and White patients (6533 of 42,533 [15.4%]; OR, 1.276; 95% CI, 1.140-1.427; P < .001) had significantly higher odds of receiving antiemetics than Black patients (646 of 5376 [12%]). CONCLUSIONS: This retrospective study suggests significant differences between the administrations of antiemetics to patients of different races or ethnicities, with Black patients often being less likely to receive an antiemetic than patients belonging to all other races or ethnicities.",https://pubmed.ncbi.nlm.nih.gov/39178159/,2025 Aug 1,2025-08-01,2025,2025-08
39137053,Anesthesia and analgesia,The Glass Ceiling in Global Health: Perspectives of Female and Male Anesthesiologists.,Matejic B; Nelson BD; Collins L; Milenovic MS,"BACKGROUND: Gender equity is essential for improving health outcomes globally. Despite comprising 75% of the global health workforce and dominating academic global health programs, women remain underrepresented in leadership positions in global health organizations. Our study aimed to identify potential gender differences in the beliefs and attitudes regarding barriers that women anesthesiologists encounter in pursuing careers and leadership roles in global health and to identify recommendations for improving gender equity in global health. METHODS: We conducted a cross-sectional online survey focusing on career leadership opportunities and challenges uniquely faced by women clinicians in global health. We obtained permission from the World Federation of Societies of Anaesthesiologists to distribute our questionnaire to their leadership committee members during 2 months (May-July 2022). RESULTS: The questionnaire was distributed to 164 study participants with 67 individuals (44.8% female) based in 38 different countries completing the survey (response rate 40.9%). Overall, 47.8% of the participants aspired to a leadership position in global health and 58.2% agreed women face unique barriers to global health leadership (70.0% of women compared to 48.6% of men; P = .081). Female gender (odds ratio [OR], 19.22, P = .004) and divorced marital status (OR, 746.26, P = .004) were positively associated and African ethnicity (OR, 0.002, P = .017) was negatively associated with the perception of gender bias in their career growth. The main challenges included balancing work and family responsibilities, lack of female mentors or role models, gender-based discrimination, and limited opportunities for career advancement. Men acknowledged these challenges but reported personally experiencing them to a lesser extent, particularly concerning lack of opportunities ( P = .005), inadequate pay ( P = .000), and lack of training ( P = .000). CONCLUSIONS: Gender disparities exist in the pursuit of global health careers. This study underscored that more women than men perceive barriers in pursuing leadership roles in global health and that men generally encounter these obstacles to a lesser extent. Female representation in leadership positions could be supported through evidence-informed policies that promote work-life balance, improve mentorship, offer equal opportunities for career advancement and adequate pay, and combat gender-based discrimination.",https://pubmed.ncbi.nlm.nih.gov/39137053/,2025 Aug 1,2025-08-01,2025,2025-08
39116012,Anesthesia and analgesia,Effect of In Vivo Administration of Fibrinogen Concentrate Versus Cryoprecipitate on Ex Vivo Clot Degradation in Neonates Undergoing Cardiac Surgery.,Downey LA; Moiseiwitsch N; Nellenbach K; Xiang Y; Brown AC; Guzzetta NA,"BACKGROUND: Neonates undergoing cardiac surgery require fibrinogen replacement to restore hemostasis after cardiopulmonary bypass (CPB). Cryoprecipitate is often the first-line treatment, but recent studies demonstrate that fibrinogen concentrate (RiaSTAP; CSL Behring) may be acceptable in this population. This investigator-initiated, randomized trial compares cryoprecipitate to fibrinogen concentrate in neonates undergoing cardiac surgery ( ClinicalTrials.gov NCT03932240). The primary end point was the percent change in ex vivo clot degradation from baseline at 24 hours after surgery between groups. Secondary outcomes included intraoperative blood transfusions, coagulation factor levels, and adverse events. METHODS: Neonates were randomized to receive cryoprecipitate (control group) or fibrinogen concentrate (study group) as part of a post-CPB transfusion algorithm. Blood samples were drawn at 4 time points: presurgery (T1), after treatment (T2), arrival to the intensive care unit (ICU) (T3), and 24 hours postsurgery (T4). Using the mixed-effect models, we analyzed the percent change in ex vivo clot degradation from a patient's presurgery baseline at each time point. Intraoperative blood product transfusions, coagulation factor levels, perioperative laboratory values, and adverse events were collected. RESULTS: Thirty-six neonates were enrolled (intent to treat [ITT]). Thirteen patients in the control group and seventeen patients in the study group completed the study per protocol (PP). After normalizing to the patient's own baseline (T1), no significant differences were observed in clot degradation at T2 or T3. At T4, patients in the study group had greater degradation when compared to those in the control group (826.5%, 95% confidence interval [CI], 291.1-1361.9 vs -545.9%, 95% CI, -1081.3 to -10.4; P < .001). Study group patients received significantly less median post-CPB transfusions than control group patients (ITT, 27.2 mL/kg [19.0-36.9] vs 41.6 [29.2-52.4]; P = .043; PP 26.7 mL/kg [18.8-32.2] vs 41.2 mL/kg [29.0-51.4]; P < .001). No differences were observed in bleeding or thrombotic events. CONCLUSIONS: Neonates who received fibrinogen concentrate, as compared to cryoprecipitate, have similar perioperative ex vivo clot degradation with faster degradation at 24 hours postsurgery, less post-CPB blood transfusions, and no increased bleeding or thrombotic complications. Our findings suggest that fibrinogen concentrate adequately restores hemostasis and reduces transfusions in neonates after CPB without increased bleeding or thrombosis risk.",https://pubmed.ncbi.nlm.nih.gov/39116012/,2025 Aug 1,2025-08-01,2025,2025-08
38870070,Anesthesia and analgesia,Lost in Translation.,Zieneldien T,,https://pubmed.ncbi.nlm.nih.gov/38870070/,2025 Aug 1,2025-08-01,2025,2025-08
38861464,Anesthesia and analgesia,In Vitro Investigation of Insulin Dynamics During 4 Hours of Simulated Cardiopulmonary Bypass.,Schweizer T; Nossen CM; Galova B; Schild C; Huber M; Bally L; Vogt A; Siepe M; Nagler M; Fischer K; Guensch DP,"BACKGROUND: Hyperglycemia is common in patients undergoing cardiovascular surgery with cardiopulmonary bypass. We hypothesize that intraoperative hyperglycemia may be, at least partially, attributable to insulin loss due to adhesion on artificial surfaces and/or degradation by hemolysis. Thus, our primary aim was to investigate the loss of insulin in 2 different isolated extracorporeal circulation circuits (ECCs), that is, a conventional ECC (cECC) with a roller pump, and a mini-ECC (MiECC) system with a centrifugal pump. The secondary aim was to assess and compare the relationship between changes in insulin concentration and the degree of hemolysis in our 2 ECC models. METHODS: Six cECC and 6 MiECC systems were primed with red packed blood cells and thawed fresh-frozen plasma (1:1). Four additional experiments were performed in cECC using only thawed fresh-frozen plasma. Human insulin (Actrapid) was added, targeting a plasma insulin concentration of 400 mU/L. Insulin concentration and hemolysis index were measured at baseline and hourly thereafter. The end points were the change in insulin level after 4 hours compared to baseline and hemolysis index after 4 hours. The insulin concentration and hemolysis index were analyzed by means of a saturated linear mixed-effect regression model with a random offset for each experiment to account for the repeated measure design of the study, resulting in mean estimates and 95% confidence intervals (CIs) of the primary end points as well as of pairwise contrasts with respect to ECC type. RESULTS: Insulin concentration decreased by 63% (95% CI, 48%-77%) in the MiECC and 92% (95% CI, 77%-106%) in the cECC system that contained red blood cells. Insulin loss was significantly higher in the cECC system compared to the MiECC ( P = .022). In the cECC with only plasma, insulin did not significantly decrease (-4%; 95% CI, -21% to 14%). Hemolysis index in MiECC increased from 68 (95% CI, 46-91) to 76 (95% CI, 54-98) after 4 hours, in cECC from 81 (95% CI, 59-103) to 121 (95% CI, 99-143). Hemolysis index and percent change of insulin showed an excellent relationship (r = -0.99, P < .01). CONCLUSIONS: Our data showed that insulin levels substantially decreased during 4 hours of simulated cardiopulmonary bypass only in the ECC that contained hemoglobin. The decrease was more pronounced in the cECC, which also exhibited a greater degree of hemolysis. Our results suggest that insulin degradation by hemolysis products may be a stronger contributor to insulin loss than adhesion of insulin molecules to circuit surfaces.",https://pubmed.ncbi.nlm.nih.gov/38861464/,2025 Aug 1,2025-08-01,2025,2025-08
40737083,Anesthesiology,Impact of the Standardized ICU Admission Ratio on Outcomes in Rapid Response System Activations: A Retrospective Multicenter Study in Japan.,Ono S; Uchino S; Tokito M; Saito T; Sasabuchi Y; Sanui M,"BACKGROUND: ICU admission rates after Rapid Response System (RRS) activation vary widely across institutions. This study examined institutional differences in ICU admission rates and their association with outcomes. METHODS: A multicenter retrospective observational study was conducted using a Japanese in-hospital emergency registry, including patients with RRS activation between 2018 and 2022. We calculated the ICU admission rate (ICU admissions/RRS activations) and the Standardized ICU Admission Ratio (SIAR; actual/predicted ICU admissions) for each of 35 participating institutions. The association between SIAR and outcomes was assessed using generalized estimating equation logistic regression with hospital-level clustering. The primary outcome was ""death within 30 days"", and the secondary outcome was a composite of ""Cerebral Performance Category (CPC) >/= 3 or death within 30 days"". Outcomes were defined as events occurring during hospitalization, within a maximum of 30 days following RRS activation. RESULTS: The study included 8,794 patients. The median ICU admission rate was 0.33 (IQR, 0.21-0.47), and the median SIAR was 0.98 (IQR, 0.75-1.17). In univariable analysis, SIAR showed a non-significant association with the incidence of ""death within 30 days"" (beta = -0.05, 95% CI [-0.12, 0.01]; P = 0.108) and a significant negative association with the incidence of ""CPC >/= 3 or death within 30 days"" (beta = -0.15, 95% CI [-0.27, -0.03]; P = 0.015). In multivariable analysis, a 0.1-unit increase in SIAR was associated with an odds ratio of 0.98 (95% CI, 0.97-0.99; P = 0.104) for ""death within 30 days"", and 0.94 (95% CI, 0.92-0.96; P < 0.001) for ""CPC >/= 3 or death within 30 days"". CONCLUSIONS: Higher SIAR values were significantly associated with a lower incidence of ""CPC >/= 3 or death within 30 days"". Greater ICU utilization after RRS activation may improve outcomes, though underlying mechanisms require further study.",https://pubmed.ncbi.nlm.nih.gov/40737083/,2025 Jul 30,2025-07-30,2025,2025-07
40728533,Pain,Translational control by general control nonderepressible 2 kinase regulates methylglyoxal-induced pain in mice.,Meyer AR; Garcia G; Mikesell AR; O'Flanagan S; Stucky CL; Campbell ZT,"Neuropathic pain is pervasive among people with diabetes. The integrated stress response (ISR) is a key mechanism of translational regulation implicated in diabetic pain. In this study, we demonstrate that a reactive glycolytic metabolite, methylglyoxal (MGO), which is strongly associated with painful diabetic neuropathy, activates the ISR through the kinase general control nonderepressible 2 (GCN2). Methylglyoxal disrupts elongating ribosomes, triggering the recruitment of ribosome quality control factors and collision sensors. GCN2 activation by MGO requires the ribosomal P-stalk, a critical sensor for elongation factors. Moreover, neuronal sensitization and mechanical allodynia produced by MGO are GCN2-dependent. Overall, this study links ribosomal elongation dysfunction to metabolic pain and identifies GCN2 as a novel analgesic target for diabetic neuropathy.",https://pubmed.ncbi.nlm.nih.gov/40728533/,2025 Jul 30,2025-07-30,2025,2025-07
40728530,Pain,Cortical astrocyte activation triggers meningeal nociception and migraine-like pain.,Bree D; Zhao J; Stratton J; Levy D,"Cortical astrocytes were implicated in migraine attacks involving cortical spreading depolarizations and related aura symptoms. However, whether the activation of cortical astrocytes is sufficient to generate migraine headaches is unknown. We investigated the role of cortical astrocytes in migraine pain triggering using a DREADD-based chemogenetic approach to activate visual cortex astrocytes, assessing its effect on the responses of meningeal nociceptors, the development of migraine-like behaviors, and their dependence on peripheral CGRP signaling. In a rat model, activating cortical astrocytes was sufficient to induce prolonged ongoing discharge and mechanical sensitization of meningeal nociceptors. Cortical astrocytic activation also generated cephalic mechanical pain hypersensitivity, reduced exploratory behavior, and anxiety-like behaviors linked to migraine headaches. Blocking CGRP signaling with a monoclonal antibody suppressed astrocyte-driven meningeal nociceptor discharge and alleviated migraine-related behaviors. We propose that augmented activation of visual cortex astrocytes during cortical hyperexcitability events in migraine attacks with and without aura is sufficient to trigger meningeal nociception and the ensuing migraine pain. Our findings could aid the development of novel effective migraine treatments.",https://pubmed.ncbi.nlm.nih.gov/40728530/,2025 Jul 30,2025-07-30,2025,2025-07
40728524,Pain,Measurement instruments of pain-related avoidance in chronic pain: a systematic review of psychometric properties.,Traxler J; Gaggini E; Philips RV; Warny A; Peters ML; Crombez G; Vlaeyen JWS,"Avoiding harmful events is adaptive in the short term but eventually may compromise functioning in daily life. Therefore, assessing pain-related avoidance is important in both pain research and treatment. Despite a variety of available measurement instruments, a systematic analysis of their quality and limitations is lacking. We evaluated the measurement properties of instruments used to assess pain-related avoidance in individuals with chronic pain. A systematic review following COSMIN guidelines was conducted (PROSPERO registration: CRD42020181461), including an electronic search of Cochrane, PsycArticles, PubMed, PubPsych, Scopus, and Web of Science as well as grey literature from inception to January 2024. Eligible studies were English, German, or French publications that explicitly claimed to evaluate one or more psychometric properties of measurement instruments assessing pain-related avoidance in adults with chronic pain. Of 703 screened records, 140 original articles were included, covering 20 self-reported questionnaires, one therapist-reported outcome measure, and one performance-based measure. Based on the current evidence, only the Brazilian Portuguese language version of the Chronic Pain Coping Inventory and the Italian version of the Chronic Pain Coping Inventory-42 fulfilled criteria to be recommended for use. Although the commonly used Fear-Avoidance Beliefs Questionnaire and Tampa Scale of Kinesiophobia were the most extensively studied, the study quality was mixed. The review further highlights extensive research on internal consistency, reliability, and construct validity but reveals a lack of high-quality evidence on measurement error and criterion validity. This work was supported by funding from the Flemish Government (METH/15/011).",https://pubmed.ncbi.nlm.nih.gov/40728524/,2025 Jul 30,2025-07-30,2025,2025-07
40728516,Pain,Prior use-dependent plasticity triggers different individual corticomotor responses during persistent musculoskeletal pain.,Zamorano AM; Kleber B; De Martino E; Insausti-Delgado A; Vuust P; Flor H; Graven-Nielsen T,"Movement repetition is crucial for pain interventions. It facilitates the rehabilitation of motor patterns, the acquisition of motor skills, and the genesis of adaptive use-dependent plasticity. However, the influence of prior motor experience and preexisting use-dependent plasticity on pain severity and progression remains poorly investigated. This study investigated the effects of preexisting use-dependent plasticity during the development of prolonged experimental musculoskeletal pain. Using transcranial magnetic stimulation, corticospinal excitability was assessed by measuring the Rest motor threshold (RMT), motor-evoked potential (MEP), representational area of the motor map, volume, and center of gravity of the first dorsal interosseous (FDI) muscle in musicians (n = 19), a well-known ecological model of use-dependent plasticity, and in nonmusicians (n = 20). All participants attended 3 sessions (day 1, day 3, day 8). Prolonged pain for several days was induced by intramuscular injection of nerve growth factor (NGF) into the right FDI muscle at the end of day 1. Compared to day 1, prolonged pain uniquely led to reduced motor map volume in nonmusicians on day 3 (P = 0.004), who also showed higher NGF-related pain intensity compared to musicians. The motor maps of musicians, which were already smaller in pain-free conditions (day 1) compared to nonmusicians (P = 0.021), remained nonsignificantly different across days. Notably, corticomotor responses (map volume, MEP amplitude, and RMT) were correlated to weekly and accumulated musical training. These findings demonstrate that preexisting use-dependent plasticity associated with motor training may counteract the effects of prolonged pain in the motor system. Moreover, it confirms that prior motor experience acts as a source of individual variability to pain.",https://pubmed.ncbi.nlm.nih.gov/40728516/,2025 Jul 30,2025-07-30,2025,2025-07
40728510,Pain,Commentary on: A catheter-associated urinary tract infection (CAUTI) mouse model to study bladder dysfunction and pain.,Taylor S; Grundy L,,https://pubmed.ncbi.nlm.nih.gov/40728510/,2025 Jul 30,2025-07-30,2025,2025-07
40729100,Anesthesia and analgesia,Suzetrigine-Induced Metabolism of Factor Xa Inhibitors May Increase Risk of Thrombosis in Perioperative and Pain Patients.,McCoy DJ; Olson LM; Sandson NB; Marcucci C,,https://pubmed.ncbi.nlm.nih.gov/40729100/,2025 Jul 29,2025-07-29,2025,2025-07
40727984,Anaesthesia,"Age, ASA physical status and surgical outcomes: insights from a nationwide cohort study.",Kilhamn N; Eriksson J; von Oelreich E; Jonsson Fagerlund M; Oldner A; Larsson E,"INTRODUCTION: With over 300 million surgical procedures performed worldwide annually and an ageing population with increasing comorbidities, peri-operative risk assessment is more important than ever. Whilst the ASA physical status is used widely to assess surgical risk, its association with age remains underexplored in contemporary, broad surgical populations. This study examines the relationship between ASA physical status, age and postoperative mortality in an adult surgical cohort. METHODS: This nationwide cohort study analysed data from the Swedish Perioperative Register on patients aged >/= 18 y undergoing major non-cardiac surgery from January 2019 to March 2023. Data on comorbidities, socioeconomic factors and mortality were retrieved from national health registries. The primary outcome was 30-day mortality. Secondary outcomes were 365-day mortality and days at home alive at 30 days. RESULTS: A total of 262,938 elective and 197,108 acute procedures were analysed, with median ages of 66 and 68 y, respectively. Crude mortality rates in elective surgery were 1369 (0.5%) at 30 days and 10,437 (4.0%) at 365 days. For acute surgery, mortality was 10,602 (5.4%) at 30 days and 27,912 (14.2%) at 365 days. Adjusted odds ratios (OR) for 30-day mortality indicated a 14-fold increased risk for ASA physical status 3 compared with ASA physical status 1 in both elective (OR 13.7, 95%CI 7.5-25.0) and acute (OR 14.0, 95%CI 10.2-19.3) surgeries. Correspondingly, ASA physical status >/= 4 was associated with odds ratios of 62.2 (95%CI 33.5-115.5) for elective and 51.1 (95%CI 37.1-70.3) for acute surgery. DISCUSSION: As populations age and surgical demand increases, continuous evaluation of risk assessment tools like the ASA physical status is essential. This study shows a strong association between ASA physical status and mortality across all ages in a contemporary adult surgical cohort. These findings could enhance our understanding of peri-operative risk stratification in the context of shifting demographic trends.",https://pubmed.ncbi.nlm.nih.gov/40727984/,2025 Jul 29,2025-07-29,2025,2025-07
40727983,Anaesthesia,Views of people who have given birth on the environmental and occupational exposure risks of nitrous oxide for labour analgesia: an interview-based qualitative study.,Elgie L; Salih T; Moonesinghe SR,"INTRODUCTION: A 50:50 nitrous oxide/oxygen mix is commonly used for labour analgesia in the UK; however, nitrous oxide is associated with comparatively high environmental impact and potential exposure risks to staff if appropriate measures are not taken. Reduction of the impact of nitrous oxide in line with net zero emissions targets would require widespread changes in the way nitrous oxide is administered or in the availability of alternative options for labour analgesia. The aims of this qualitative study were to understand nitrous oxide use from the perspective of the parturient in the context of concerns regarding the environment and occupational exposure, and to provide evidence to guide the development of patient-centred nitrous oxide mitigation strategies. METHODS: We conducted semi-structured interviews with participants who had used nitrous oxide for labour analgesia. Participants were recruited purposively. Data were analysed using reflexive thematic analysis. RESULTS: We conducted 12 interviews and identified three themes: nitrous oxide is the default for labour analgesia in the UK; mitigating nitrous oxide harm depends on personal priorities; and institutions have a responsibility to mitigate nitrous oxide harm. Participants viewed nitrous oxide as a safe option, readily available in the context of limited choices for labour analgesia. They would be interested to know about the environmental risk of nitrous oxide, though this would not necessarily influence their choice to use it. They were less interested in its occupational risks and considered institutions, rather than individuals in labour, to have a responsibility to mitigate these. Though they felt that investment in reducing NHS emissions is important, participants also felt there may be other more pressing financial priorities. DISCUSSION: This study provides evidence to support the development of strategies to reduce nitrous oxide emissions, which consider the views of people who have used nitrous oxide for labour analgesia.",https://pubmed.ncbi.nlm.nih.gov/40727983/,2025 Jul 29,2025-07-29,2025,2025-07
40727973,Anaesthesia,Nitrous oxide for labour analgesia: whose dilemma is it?,Adansi D; Knagg R; Desai N,,https://pubmed.ncbi.nlm.nih.gov/40727973/,2025 Jul 29,2025-07-29,2025,2025-07
40727959,Anaesthesia,Comparing the pericapsular nerve group block and fascia iliaca block for acute pain management in patients with hip fracture: a randomised clinical trial.,Di Pietro S; Maffeis R; Jannelli E; Mascia B; Resta F; De Silvestri A; Musella V; Centurioni CE; Regeni E; Grassi FA; Locatelli A; Perlini S,"INTRODUCTION: The fascia iliaca block (FIB) is currently recommended as a component of multimodal acute pain management for patients with hip fracture. The pericapsular nerve group (PENG) block is a newer technique that may provide superior analgesia. We therefore designed this study in an academic emergency department to compare the acute analgesic effect of these two approaches in patients with a hip fracture. METHODS: Adult patients with an acute hip fracture who reported at least moderate pain were eligible for inclusion. Patients were allocated randomly to receive either a PENG block with 20 ml 0.375% levobupivacaine plus 4 mg dexamethasone or infra-inguinal FIB with 30 ml 0.25% levobupivacaine plus 4 mg dexamethasone. Primary outcome was the percentage of summed pain intensity difference (%SPID) calculated from visual analogue pain scores measured during the first hour post-block. Secondary outcomes included: number of patients reaching 33% and 50% SPID; dose of rescue opioid administered in morphine milligram equivalents; and incidence of adverse events. RESULTS: In total, 92 patients were screened for eligibility and 64 were enrolled (32 in each group). Patients allocated to the PENG block group showed a greater %SPID when compared with those allocated to the FIB group (62.7% (95%CI 52.9-72.4%) vs. 38.0% (95%CI 30.7-45.4%), respectively; difference: -24.7% (95%CI -36.6 to -12.7%), p < 0.001). In the PENG group, 24/32 patients achieved 50% SPID compared with 7/32 in the FIB group (p < 0.001). Similarly, in the PENG group, 28/32 patients achieved 33% SPID compared with 19/32 in the FIB group (p = 0.022). There was no significant difference in the rescue opioid dose administered or in the incidence of adverse events. DISCUSSION: The PENG block provides superior analgesia for the first hour after intervention when compared with the infra-inguinal FIB and represents a promising modality for acute pain management in emergency departments.",https://pubmed.ncbi.nlm.nih.gov/40727959/,2025 Jul 29,2025-07-29,2025,2025-07
40721388,Pain,A ligand-receptor interactome of the bone tumor microenvironment in multiple myeloma bone pain.,Barakat A; Doncheva NT; Prado J; Moll L; Jensen JL; Diaz-delCastillo M; Novak I; Eijkelkamp N; Jensen LJ; Heegaard AM,"Multiple myeloma bone pain is a complex multifactorial disease, to which different cell types in the bone marrow microenvironment contribute through ligand-receptor interactions with sensory neurons. We conducted computational analyses of publicly available human and mouse transcriptomic datasets to assess multiple myeloma (MM) microenvironment diversity and identify potential nociceptive interactions. Our results highlight the MM microenvironment heterogeneity and identify cell-type-specific ligand-receptor pairs that potentially stimulate sensory neurons. We tested 7 ligands identified from MM plasma cells and bone marrow stromal cells (insulin-like growth factor 1, macrophage migration inhibitory factor, neuregulin 2, Wnt Family Member 5A, thrombospondin 1, fibroblast growth factor 7, and semaphorin 6A) using Ca2+ imaging assays in primary cultures of sensory neurons to induce Ca2+ signaling or affect TRPV1 sensitization. The results showed increased intracellular Ca2+ levels upon the direct application of thrombospondin 1. To suggest potential targets for future analgesic drug development, we computationally identified MAPK14 and CSNK2A1 as putative regulatory kinases upstream of the identified ligands. Together, our analysis maps potential nociceptive signaling pathways of different MM microenvironment cell types. These pathways extend from upstream regulatory kinases to transcription factors to secreted ligands, which can potentially stimulate sensory neuron receptors in the bone.",https://pubmed.ncbi.nlm.nih.gov/40721388/,2025 Jul 29,2025-07-29,2025,2025-07
40719881,Pain,Proteomic analysis of isolated nerve terminals from NaV1.9 knockout mice reveals pathways relevant for pain perception.,Rawat A; Vu DT; Erbacher C; Stigloher C; Uceyler N; Metousis A; Mann M; Briese M; Sendtner M,"Neuropathic pain substantially affects the mental and physical well-being of patients and magnifies the socio-economic burden on the healthcare system. It is important to understand the molecular mechanisms underlying chronic pain to effectively target it. To investigate peripheral mechanisms relevant to pain signalling, we isolated nerve terminals from mouse footpads of wild type and NaV1.9-deficient mice, which exhibit impaired pain sensation and chronification. The isolated peripheral terminals are functionally active and capable of endocytosis. They contain both pre- and postsynaptic proteins in samples from mice and humans. Components of the protein translational machinery and mitochondria are enriched in nerve terminals, and these components are altered in NaV1.9 deficient terminals. An unbiased proteomic analysis of nerve terminals from footpads of NaV1.9 knockout mice shows dysregulation of the mitogen-activated protein kinase and extracellular regulated kinase 1/2 pathways. Preliminary proteomic analysis reveals a strong similarity between mouse and human skin samples, highlighting the broad and translational value of our approach. Our findings uncover peripheral signalling mechanisms involved in nociception, paving the way for unprecedented translational approaches using human biomaterials in pain research.",https://pubmed.ncbi.nlm.nih.gov/40719881/,2025 Jul 29,2025-07-29,2025,2025-07
40729901,Journal of clinical anesthesia,"Letter to the Editor, ""Association between intravenous 5 % albumin administration and acute kidney injury after partial nephrectomy. A retrospective study"".",Peng Z; Zhang L; Jiang L,,https://pubmed.ncbi.nlm.nih.gov/40729901/,2025 Jul 28,2025-07-28,2025,2025-07
40717423,Anaesthesia,Consensus recommendations for paediatric airway topicalisation using lidocaine.,Iliff HA; Parnell J; Baker PA; Baxter A; Chapman R; Coulson J; Dotherty C; Endlich Y; Frykholm P; Harkin J; Jagannathan N; Kubba H; Kwizera Ndekezi J; McGuire B; Mesbah A; Mehanna R; Miskovic A; Newton R; Orban N; Perry S; Peyton J; Rivett K; Roberts M; Temo K,"INTRODUCTION: Lidocaine is commonly used to provide airway topicalisation in children. However, there is a paucity of evidence and no guidance available on safe dosing practices. METHODS: An international expert multidisciplinary, multi-society working group conducted a systematic review of the literature, followed by a three-round Delphi process to produce consensus recommendations. These recommendations aim to improve the safety of children having their airways topicalised with lidocaine. RESULTS: The systematic review identified 26 articles, with 21 recommendations agreed across five domains of practice: dosing; recovery; adverse reactions; institutional responsibilities; and learning from events. Evidence was limited and mainly grades C and D but the strength of the recommendations, based on the expert consensus, was mainly moderate (65-79% consensus) and strong (>/= 80% consensus). DISCUSSION: It is hoped these consensus recommendations will promote safe practice when lidocaine is used for airway topicalisation in children.",https://pubmed.ncbi.nlm.nih.gov/40717423/,2025 Jul 27,2025-07-27,2025,2025-07
40714571,Journal of clinical anesthesia,Clinical relevance of opioid-free anesthesia on quality of recovery: Methodological considerations.,Chen WH; Cheng WJ; Yew M,,https://pubmed.ncbi.nlm.nih.gov/40714571/,2025 Jul 25,2025-07-25,2025,2025-07
40714570,Journal of clinical anesthesia,"Response to ""Overdiagnosis of catheter-related thrombosis: When intensive screening detects clinically irrelevant findings"".",Gibb S; Engelhardt S; von Dincklage F; Kuhn SO,,https://pubmed.ncbi.nlm.nih.gov/40714570/,2025 Jul 25,2025-07-25,2025,2025-07
40728514,Pain,"Stable individual differences in habituation and sensitization to prolonged painful stimulation are underpinned by activity in the hippocampus, amygdala, and sensorimotor cortices.",Harrison R; van Reekum CM; Adams G; Gandhi W; Salomons TV,"Acute pain serves to warn an organism of potential damage. Two plausible theoretical response scenarios for prolonged painful stimulation could be hypothesised: If the organism does not sense potential harm an individual may habituate. Whereas, if harm is possible, pain sensitization may be more probable. Examining how an individual adapts to prolonged stimulation will provide unique insight into the mechanisms underlying pain habituation and sensitisation and, potentially, a valuable perspective on the development of chronic pain. However, currently little is known about the stability of these individual differences or their underlying neural mechanisms. To address this, 85 participants completed an MRI session, involving a noxious stimulation task and a resting-state scan. Habituation/sensitization was operationalized as the slope of change in pain ratings across the task. Habituation was associated with increasing activity in the anterior hippocampus and amygdala over time, with sensitization associated with increasing activity in the sensorimotor cortices. These regions were then used as seeds for a resting-state functional connectivity analysis, which revealed that habituation was associated with higher connectivity between the hippocampus and ventromedial prefrontal cortex, as well as higher connectivity between sensorimotor regions and the hippocampus, amygdala, and insula cortex. We have shown that habituation/sensitization to pain is a stable trait underpinned by differential activity in brain regions supporting sensory processing and appraisal. The perspective of these stable phenotypical patterns could have clinical applications and potential for improving our understanding of the development of chronic pain.",https://pubmed.ncbi.nlm.nih.gov/40728514/,2025 Jul 24,2025-07-24,2025,2025-07
40713195,British journal of anaesthesia,A predictable 2:1 ratio in average systolic to diastolic arterial pressure at the radial and femoral arteries in ICU patients.,Chemla D; Hamzaoui O; Teboul JL; Jozwiak M,,https://pubmed.ncbi.nlm.nih.gov/40713195/,2025 Jul 24,2025-07-24,2025,2025-07
